GENDER_R,AGE_R,AGEG5LFS,AGEG10LFS,ED_Level,EMPloyed,Full_part,self_employed,Years_wk,pub_priv,Mgr,Mgr_c,work_flexM,work_lrnM,liter_use,num_use,act_lrn,pvlitM,pvnumM,NFE12,FNFAET12,FNFE12JR,FNFAET12JR,FNFAET12NJR,NFEHRS
2,56,9,5,1,1,1,1,20,1,2, ,2,2.3333333333333335,1,1.5,2.6666666666666665,188.19259599999998,179.98134499999998,1,1,1,1,0,5
2,56,9,5,1,1,1,1,25,1,2, ,2,2,1.4166666666666667,1,2.1666666666666665,215.58247300000002,212.13108700000004,0,0,0,0,0,0
2,56,9,5,1,1,2,1,1,1,2, ,1.5,1,1,1,1.5,221.76515600000002,204.32428199999998,0,0,0,0,0,0
2,56,9,5,1,1,2,2,25,1, , ,3,3,1.5,2.1666666666666665,4.333333333333333,234.718829,213.54823199999996,0,0,0,0,0,0
2,56,9,5,1,1,1,6,96,1,2, ,3.75,2.3333333333333335,1.4166666666666667,1,2.1666666666666665,187.929899,165.80782,0,0,0,0,0,0
1,56,9,5,2,1,1,1,30,1,2, ,1,2,1.5833333333333333,1,1,252.33011899999997,239.040458,0,0,0,0,0,0
1,56,9,5,1,1,1,2,35,1, , ,3,1.6666666666666667,1,1.3333333333333333,2.6666666666666665,212.99112300000002,196.196475,0,0,0,0,0,0
1,56,9,5,1,1,1,2,40,1, , ,5,1,2.8333333333333335,2.1666666666666665,4.5,271.457822,265.410596,1,1,1,1,0,16
1,56,9,5,2,1,1,2,37,1, , ,4,3.6666666666666665,2.1666666666666665,2.1666666666666665,3.1666666666666665,273.03329900000006,248.234671,0,0,0,0,0,0
1,56,9,5,2,1,1,2,30,1, , ,3.25,1,1.4166666666666667,2.5,2.8333333333333335,249.35706400000004,255.0349669999999,0,0,0,0,0,0
2,56,9,5,1,1,2,1,5,1,2, ,1.75,1,1,1,1.1666666666666667,195.595007,172.13495500000002,0,0,0,0,0,0
1,56,9,5,1,1,1,2,30,1, , ,5,1.6666666666666667,2,2,1.8333333333333333,219.091991,198.72268300000002,1,1,0,0,1,80
2,56,9,5,1,1,1,2,7,1, , ,3,3.3333333333333335,1.3333333333333333,1.6666666666666667,2.5,181.297295,160.442055,0,0,0,0,0,0
2,56,9,5,2,1,2,1,30,2,2, ,3,1.6666666666666667,1.6666666666666667,1,4.166666666666667,251.41030300000003,252.163616,1,1,0,0,1,1920
1,56,9,5,1,1,1,1,26,1,1,3,2.75,2.3333333333333335,3.4166666666666665,1.5,3,266.968236,264.08137300000004,1,1,1,1,0,64
1,56,9,5,2,1,1,2,30,1, , ,4.75,4.666666666666667,1.8333333333333333,2,2.3333333333333335,209.59824000000003,225.47701999999998,1,1,1,1,0,4
2,56,9,5,1,1,1,2,10,1, , ,4,2.6666666666666665,1.3333333333333333,1.1666666666666667,1,206.29977099999996,187.34850699999998,0,0,0,0,0,0
1,56,9,5,3,1,1,2,25, , , ,3.5,2.3333333333333335,3.25,2.6666666666666665,1.8333333333333333,308.15305099999995,298.93424,1,1,1,1,0,120
2,56,9,5,1,1,1,2,15,1, , ,5,3.3333333333333335,2.0833333333333335,2.3333333333333335,2.3333333333333335,295.546289,289.885218,0,0,0,0,0,0
2,56,9,5,1,1,1,2,8,1, , ,5,2.6666666666666665,1.1666666666666667,1.1666666666666667,2.3333333333333335,208.62283299999999,182.648606,0,0,0,0,0,0
1,56,9,5,2,1,1,2,37,1, , ,4,3.6666666666666665,1.6666666666666667,2.1666666666666665,1.1666666666666667,275.37053299999997,223.91009300000002,1,1,1,1,0,40
1,56,9,5,3,1,2,2,30, , , ,3.75,4.666666666666667,3.9166666666666665,2.3333333333333335,3.1666666666666665,252.133689,222.24739799999998,1,1,1,1,0,176
2,56,9,5,1,1,1,2,44,1, , ,3,2.6666666666666665,1.0833333333333333,1,1.1666666666666667,202.90171400000003,199.04185999999999,0,0,0,0,0,0
1,56,9,5,1,1,1,2,25,1, , ,3,2.6666666666666665,3.6666666666666665,4.333333333333333,3.6666666666666665,253.971426,264.77942900000005,0,0,0,0,0,0
2,56,9,5,1,1,1,1,14,1,2, ,1.25,1,1.25,1,1.8333333333333333,209.77034400000002,207.764847,0,0,0,0,0,0
2,56,9,5,1,1,1,2,13,1, , ,4,3.3333333333333335,1.75,2.1666666666666665,2.8333333333333335,243.735759,255.91075000000006,0,0,0,0,0,0
1,56,9,5,3,1,1,2,35,1, , ,5,4,2.5,1.5,4,323.270799,308.37200300000006,1,1,0,0,1,1600
2,56,9,5,2,1,1,2,15,1, , ,4.75,4.333333333333333,4,2.5,4.833333333333333,208.270901,212.520134,1,1,1,1,0,6
1,56,9,5,1,1,1,2,37,1, , ,1.75,3,2.5,2.5,2.3333333333333335,283.464354,281.244099,0,0,0,0,0,0
1,56,9,5,1,1,1,2,31,1, , ,4.25,1.3333333333333333,1.1666666666666667,1.5,1.1666666666666667,167.241824,151.493167,0,0,0,0,0,0
1,57,9,5,3,1,1,1,18,1,1,2,4,2.6666666666666665,3.6666666666666665,1.5,4.333333333333333,309.404216,339.12284399999993,1,1,1,1,0,4
1,57,9,5,3,1,1,1,35,2,1,2,2,3.6666666666666665,3.8333333333333335,1.3333333333333333,2.5,286.45027600000003,285.075219,1,1,1,1,0,30
1,57,9,5,2,1,1,1,35,1,2, ,2,1,1.5833333333333333,2.3333333333333335,1.3333333333333333,274.387566,283.958322,1,1,1,1,0,8
1,57,9,5,2,1,1,2,31,1, , ,5,1,2.3333333333333335,2.3333333333333335,3.5,278.6995969999999,257.274584,0,0,0,0,0,0
1,57,9,5,3,1,1,2,32,1, , ,5,5,3,3.6666666666666665,2.5,236.68093800000003,242.273648,1,1,1,1,0,3
2,57,9,5,2,1,1,1,30,2,2, ,2.25,2.6666666666666665,2,2.5,2.8333333333333335,255.366916,229.757314,1,1,1,1,0,40
2,57,9,5,2,1,2,6,26,1,1,1,2.5,2.6666666666666665,2.25,2.8333333333333335,2.8333333333333335,246.37002100000004,215.31237499999997,1,1,0,0,1,720
1,57,9,5,1,1,1,2,34,1, , ,5,4.666666666666667,4.25,3.5,4.666666666666667,247.678757,239.41116799999995,1,1,1,1,0,48
1,57,9,5,1,1,1,2,40,1, , ,3,4,3.1666666666666665,2.8333333333333335,3.3333333333333335,233.831813,211.19033400000004,1,1,1,1,0,32
1,57,9,5,2,1,1,1,34,1,2, ,1.5,1.3333333333333333,2,1.6666666666666667,2.5,287.852421,294.21835500000003,0,0,0,0,0,0
2,57,9,5,3,1,1,1,34,2,2, ,3,2.6666666666666665,3.75,2,2.3333333333333335,276.365517,275.5929499999999,1,1,1,1,0,75
1,57,9,5,2,1,1,1,30,1,2, ,3,1.6666666666666667,2.0833333333333335,1,2.5,238.663381,192.02328200000002,0,0,0,0,0,0
1,57,9,5,3,1,1,2,37,1, , ,4,3,4.916666666666667,5,4,290.534091,284.76083600000004,1,1,1,1,0,40
1,57,9,5,3,1,1,2,30,1, , ,5,4,1.5,1,1,214.62643500000004,199.230451,0,0,0,0,0,0
2,57,9,5,1,1,2,1,2, ,2, ,3,1,1.9166666666666667,1,2.1666666666666665,266.08632500000004,238.69643000000002,0,0,0,0,0,0
2,57,9,5,2,1,1,1,13,2,2, ,1.75,1,2.0833333333333335,1,2.1666666666666665,249.423229,266.883584,1,1,1,1,0,10
1,57,9,5,2,1,1,2,20,1, , ,3.25,1.6666666666666667,2.3333333333333335,2.8333333333333335,2.3333333333333335,264.249048,250.25078799999997,1,1,1,1,0,16
1,57,9,5,3,1,1,1,33,1,1,5,5,4,3.5833333333333335,2.3333333333333335,2.8333333333333335,336.14148900000004,337.828804,1,1,1,1,0,24
2,57,9,5,1,1,2,1,10,1,2, ,2,1.3333333333333333,1.4166666666666667,1,2.6666666666666665,242.513208,220.25027599999999,0,0,0,0,0,0
1,57,9,5,2,1,1,1,20,1,2, ,2.5,2.3333333333333335,1.3333333333333333,1,3.3333333333333335,271.813392,272.687194,1,1,1,1,0,10
2,57,9,5,2,1,1,1,10,1,2, ,1,2,1,1,1.5,195.75789400000002,242.44753100000003,0,0,0,0,0,0
1,57,9,5,3,1,1,2,30,1, , ,5,4,3.6666666666666665,3,3.8333333333333335,273.71382000000006,273.196795,0,0,0,0,0,0
1,57,9,5,3,1,1,1,32,2,1,3,3,3.3333333333333335,3.4166666666666665,2.5,2.6666666666666665,269.097938,261.356812,1,1,0,0,1,9999
1,57,9,5,1,1,2,2,40,1, , ,4,4.333333333333333,4,3,3.5,236.79233099999996,231.54425,1,1,1,1,0,32
1,57,9,5,2,1,1,1,34,1,2, ,2.5,4,2.25,2.3333333333333335,2,279.7879730000001,237.00944400000003,1,1,1,1,0,32
1,57,9,5,2,1,1,1,35,1,2, ,1,2.6666666666666665,2.9166666666666665,1,3,276.76148099999995,265.423987,0,0,0,0,0,0
1,57,9,5,2,1,1,2,35,1, , ,5,1.6666666666666667,1.5,3,2.3333333333333335,257.644905,259.98202299999997,0,0,0,0,0,0
1,57,9,5,3,1,1,1,30,1,1,1,4,2.3333333333333335,3.1666666666666665,2.8333333333333335,3.1666666666666665,280.129926,306.007368,1,1,1,1,0,200
1,57,9,5,1,1,1,2,41,1, , ,5,4.333333333333333,2.3333333333333335,2.5,4,292.672523,288.451572,0,0,0,0,0,0
2,57,9,5,1,1,2,1,20,1,2, ,1,1.6666666666666667,1.0833333333333333,1.1666666666666667,1.3333333333333333,258.459523,239.112874,0,0,0,0,0,0
2,57,9,5,2,1,1,2,15,1, , ,5,4.666666666666667,2.9166666666666665,2,2.8333333333333335,227.414464,221.91993000000002,1,1,0,0,1,192
2,57,9,5,2,1,2,6,7,1,2, ,1,1.6666666666666667,1,1,3,283.31176500000004,261.278991,0,0,0,0,0,0
1,57,9,5,3,1,1,2,20,1, , ,3,4,2.5833333333333335,3.1666666666666665,5,234.060831,252.90601899999996,1,1,0,0,1,520
1,57,9,5,2,1,1,2,40,1, , ,4.5,3,1.6666666666666667,1.6666666666666667,3.3333333333333335,264.69848199999996,242.163184,1,1,0,0,1,1920
1,57,9,5,3,1,1,2,10,1, , ,3.75,2,2.8333333333333335,2.1666666666666665,2.8333333333333335,277.179169,259.720195,1,1,1,1,0,8
1,57,9,5,3,1,1,2,30,1, , ,3,3.6666666666666665,3.9166666666666665,3.5,4,258.03057900000005,264.724512,1,1,1,1,0,1
2,57,9,5,3,1,1,2,10,1, , ,2.75,2,1.3333333333333333,1.5,3,269.50637700000004,231.81669399999996,1,1,1,1,0,160
2,57,9,5,2,1,1,1,10,1,2, ,1,2,1.6666666666666667,1,3.3333333333333335,191.84572799999998,157.855234,0,0,0,0,0,0
1,57,9,5,2,1,1,1,32,1,2, ,3.25,1,1.25,1,1,246.919683,250.099865,0,0,0,0,0,0
1,57,9,5,1,1,2,1,40,1,2, ,3.25,1,3,2.8333333333333335,3.5,157.60116299999999,162.73739300000003,0,0,0,0,0,0
1,57,9,5,2,1,2,2,35,1, , ,5,3.6666666666666665,2.4166666666666665,1.8333333333333333,2.6666666666666665,254.73722600000002,252.03951199999997,1,1,1,1,0,30
1,57,9,5,3,1,1,1,32,2,1,4,3,3.6666666666666665,4.5,3,2.8333333333333335,245.079464,219.55008200000003,1,1,1,1,0,45
1,57,9,5,3,1,2,1,20,1,2, ,2,3.6666666666666665,2.1666666666666665,2.8333333333333335,3.8333333333333335,253.48955299999997,262.438262,0,0,0,0,0,0
1,57,9,5,2,1,1,1,25,1,2, ,1,2.6666666666666665,3,1,2.6666666666666665,258.06055,227.16765999999998,0,0,0,0,0,0
1,57,9,5,3,1,1,2,10,1, , ,1,4.333333333333333,2.1666666666666665,1.6666666666666667,3.8333333333333335,274.829701,276.42347800000005,0,0,0,0,0,0
1,57,9,5,3,1,1,1,38,2,1,3,3.5,3.6666666666666665,3.0833333333333335,2.3333333333333335,3,265.858963,274.247621,1,1,0,0,1,56
2,57,9,5,3,1,2,1,15,2,2, ,3.5,3.6666666666666665,2.8333333333333335,2.3333333333333335,4.5,305.95456,335.24204599999996,1,1,0,0,1,10
1,57,9,5,3,1,1,1,32,2,1,2,4,3.6666666666666665,3.1666666666666665,3.6666666666666665,2.6666666666666665,314.074971,350.32828100000006,1,1,1,1,0,15
1,57,9,5,1,1,1,1,25,1,1,4,1,1,1.1666666666666667,1,3.6666666666666665,204.259566,200.85593500000002,0,0,0,0,0,0
1,57,9,5,1,1,1,2,26,1, , ,5,2.6666666666666665,1.8333333333333333,1.1666666666666667,3,247.930323,244.307927,0,0,0,0,0,0
2,57,9,5,2,1,2,1,15,1,2, ,3.5,3.6666666666666665,3.4166666666666665,2,2.5,275.17772799999995,275.140301,0,0,0,0,0,0
2,57,9,5,1,1,1,1,7,2,2, ,3.75,1.3333333333333333,1.0833333333333333,1.1666666666666667,2.8333333333333335,200.95951599999998,185.611632,0,0,0,0,0,0
2,57,9,5,2,1,2,1,5,2,2, ,1,1.3333333333333333,1,1,3,263.144899,272.053328,0,0,0,0,0,0
1,57,9,5,3,1,1,2,31,1, , ,5,2.6666666666666665,3.5,1.6666666666666667,2,252.159852,254.524561,1,1,1,1,0,48
2,57,9,5,2,1,2,2,10,1, , ,3.75,1.6666666666666667,3.1666666666666665,2.3333333333333335,2,248.30761900000002,257.63474499999995,0,0,0,0,0,0
2,57,9,5,2,1,1,1,10,1,1,2,3.25,3.6666666666666665,3.6666666666666665,1.6666666666666667,4,285.096573,273.471396,1,1,0,0,1,10
2,57,9,5,1,1,1,1,10,1,2, ,1,1,1,1,1,221.66194299999998,220.06710199999998,0,0,0,0,0,0
1,57,9,5,1,1,1,1,35,1,2, ,3,1.6666666666666667,1,1.6666666666666667,4.166666666666667,306.2021269999999,295.388056,0,0,0,0,0,0
2,57,9,5,2,1,2,1,15,1,2, ,1,1,1,1,4.833333333333333,178.30329999999998,173.220443,0,0,0,0,0,0
2,57,9,5,1,1,1,1,33,1,2, ,2,1,1,1,2.1666666666666665,221.26476599999995,215.81255300000004,1,1,0,0,1,1
2,57,9,5,3,1,1,1,30,2,1,4,5,2.3333333333333335,2.8333333333333335,1.6666666666666667,5,287.82811100000004,292.746666,1,1,1,1,0,960
2,57,9,5,1,1,2,1,4,1,2, ,2,1,1.8333333333333333,2.3333333333333335,2.5,218.86615199999997,203.32065800000004,0,0,0,0,0,0
1,57,9,5,3,1,1,2,20,1, , ,5,2.6666666666666665,3.3333333333333335,3.3333333333333335,2,307.340377,313.151065,0,0,0,0,0,0
1,57,9,5,3,1,1,1,35,1,2, ,5,2.6666666666666665,2.5833333333333335,1.6666666666666667,3.8333333333333335,271.44324700000004,252.93604,0,0,0,0,0,0
1,57,9,5,3,1,1,1,30,2,1,2,4,2,4.916666666666667,4,4.166666666666667,282.373142,258.83719,1,1,1,1,0,40
1,57,9,5,2,1,1,2,37,1, , ,4,2.3333333333333335,1.75,3,2.3333333333333335,261.00421900000003,238.84683800000002,0,0,0,0,0,0
1,57,9,5,1,1,1,2,25,1, , ,5,3,2.5,2.1666666666666665,2.3333333333333335,275.402702,262.374165,1,1,1,1,0,4
2,57,9,5,2,1,1,1,34,2,2, ,4.75,2.6666666666666665,3.5833333333333335,4.5,4,298.472006,295.42012600000004,1,1,0,0,1,56
1,57,9,5,1,1,1,2,41,1, , ,4,1,3,2.8333333333333335,4.666666666666667,220.31807600000002,216.25005300000004,0,0,0,0,0,0
1,57,9,5,1,1,1,2,40,1, , ,3,2.6666666666666665,2.8333333333333335,2.1666666666666665,2,289.87279300000006,271.857507,0,0,0,0,0,0
1,57,9,5,2,1,1,1,36,2,1,3,2,2,3.6666666666666665,3.8333333333333335,5,278.665352,241.726793,1,1,1,1,0,120
1,57,9,5,2,1,1,2,35,1, , ,4,1,2.8333333333333335,3.6666666666666665,3.6666666666666665,256.766717,254.90529900000007,1,1,1,1,0,40
1,57,9,5,2,1,1,2,30,1, , ,3.25,2,2.25,1.8333333333333333,3.6666666666666665,300.22281899999996,280.092923,1,1,1,1,0,16
2,57,9,5,1,1,2,1,17,1,2, ,2,2.3333333333333335,1.25,1.6666666666666667,3.3333333333333335,246.097791,232.665927,0,0,0,0,0,0
1,57,9,5,1,1,1,1,30,2,2, ,1,2,1,1,3.1666666666666665,188.92208599999998,186.68069500000001,1,1,1,1,0,24
1,57,9,5,1,1,1,2,34,1, , ,5,2.6666666666666665,1.1666666666666667,1,1,246.414689,251.462339,0,0,0,0,0,0
1,57,9,5,1,1,1,2,42,1, , ,5,3,1.8333333333333333,2.1666666666666665,2.3333333333333335,229.241095,230.66562999999996,0,0,0,0,0,0
2,57,9,5,1,1,1,2,10,1, , ,1.5,1,1,1,2.5,197.308081,168.63403,0,0,0,0,0,0
1,57,9,5,1,1,1,1,5,1,1,4,1.25,1.6666666666666667,1.1666666666666667,1.3333333333333333,1.6666666666666667,194.46919499999998,207.48712,0,0,0,0,0,0
1,57,9,5,2,1,1,1,35,1,2, ,4,5,2.8333333333333335,2.3333333333333335,2.8333333333333335,276.856319,264.461103,1,1,1,1,0,8
1,57,9,5,3,1,1,1,32,2,1,1,4.25,2.3333333333333335,3.5833333333333335,3.5,2.6666666666666665,324.177489,344.030016,1,1,1,1,0,90
1,57,9,5,3,1,1,2,10,1, , ,3,2,3.5833333333333335,4,5,313.081342,301.162666,1,1,0,0,1,192
1,57,9,5,3,1,1,1,30,1,1,1,4,3.3333333333333335,4.75,4,4,261.07479,244.34152300000005,1,1,0,0,1,320
1,57,9,5,2,1,1,1,30, ,1,3,3,4.333333333333333,3.25,1.5,3.6666666666666665,299.02734799999996,295.66863300000006,1,1,1,1,0,15
2,57,9,5,1,1,1,1,10,1,2, ,1,1,1.3333333333333333,1,1,227.19981,210.78201099999995,0,0,0,0,0,0
1,57,9,5,3,1,1,1,42,2,1,4,5,1.6666666666666667,3.6666666666666665,4.333333333333333,5,264.37465199999997,245.95802399999997,1,1,1,1,0,32
1,57,9,5,3,1,1,2,33,1, , ,4.25,4,2.5,1.6666666666666667,4,307.870766,301.331659,1,1,1,1,0,112
1,57,9,5,2,1,1,2,25,1, , ,3,2,1.1666666666666667,1.1666666666666667,2,284.49384999999995,270.160976,0,0,0,0,0,0
1,57,9,5,3,1,1,2,27,1, , ,5,3.3333333333333335,3.6666666666666665,3.1666666666666665,4,351.274283,347.033781,1,1,1,1,0,400
1,57,9,5,1,1,1,1,40,1,2, ,1,1.6666666666666667,1,1,1,127.00224399999999,123.452943,0,0,0,0,0,0
2,57,9,5,3,1,2,2,3,1, , ,4.25,3.6666666666666665,2.5833333333333335,1.5,3.5,265.59152900000004,272.826728,1,1,0,0,1,480
1,57,9,5,2,1,1,2,7,1, , ,5,4.666666666666667,2.5833333333333335,2.3333333333333335,2.5,245.01033900000002,236.28971099999998,1,1,1,1,0,56
2,57,9,5,2,1,1,2,40,1, , ,5,3,2.1666666666666665,2,2.5,261.905058,242.975106,1,1,1,1,0,16
2,57,9,5,1,1,1,2,32,1, , ,5,1.6666666666666667,2.9166666666666665,1.1666666666666667,2.3333333333333335,183.76915499999998,154.416866,0,0,0,0,0,0
1,57,9,5,1,1,1,1,35,1,2, ,1,2,1.3333333333333333,1.1666666666666667,1.8333333333333333,190.279091,159.46866500000002,0,0,0,0,0,0
1,57,9,5,2,1,1,1,30,1,2, ,1,3.3333333333333335,1.6666666666666667,1,2.8333333333333335,213.50639099999998,234.061834,0,0,0,0,0,0
2,57,9,5,2,1,1,1,3,1,2, ,3,3,1.5,1.1666666666666667,4.166666666666667,248.94213800000003,198.400845,0,0,0,0,0,0
2,58,9,5,1,1,1,2,10,1, , ,5,2.6666666666666665,1.6666666666666667,1.1666666666666667,1.8333333333333333,199.005486,173.258223,0,0,0,0,0,0
1,58,9,5,2,1,1,1,33,2,1,2,3.25,3,3.4166666666666665,3,3.3333333333333335,276.60118,270.738522,1,1,1,1,0,24
2,58,9,5,2,1,1,2,20,1, , ,5,3,1.5833333333333333,2,2.3333333333333335,277.381412,261.775415,0,0,0,0,0,0
2,58,9,5,1,1,1,1,28,1,1,3,2.5,2.6666666666666665,3.5833333333333335,2.3333333333333335,3,256.14734200000004,277.002575,1,1,1,1,0,160
1,58,9,5,4,1,1,1,20,1,2, ,4.5,2,3.75,2.3333333333333335,3.6666666666666665,258.844248,245.956304,1,1,1,1,0,400
1,58,9,5,1,1,1,1,40,1,2, ,2,1.6666666666666667,1.75,1,3.1666666666666665,271.0473,261.56765,0,0,0,0,0,0
2,58,9,5,1,1,1,1,21,1,2, ,3.25,1.3333333333333333,1.4166666666666667,2.1666666666666665,1.8333333333333333,194.69631099999998,200.82949800000003,1,1,0,0,1,64
1,58,9,5,2,1,1,1,30,2,1,3,3,1.3333333333333333,2.3333333333333335,1,2.6666666666666665,212.884074,190.669891,1,1,1,1,0,40
1,58,9,5,3,1,1,1,23,1,1,2,3,1.6666666666666667,2.5833333333333335,1,3.3333333333333335,261.16469300000006,281.05717100000004,1,1,0,0,1,320
2,58,9,5,2,1,2,1,0,1,2, ,2,1,2.3333333333333335,1,1.8333333333333333,262.54698399999995,232.20221299999997,0,0,0,0,0,0
2,58,9,5,1,1,1,2,14,1, , ,3,2.3333333333333335,2.3333333333333335,2.1666666666666665,2.5,242.97393500000004,238.10984700000003,1,1,0,0,1,480
1,58,9,5,2,1,1,1,5,1,2, ,1,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.5,291.10891,291.89128900000003,0,0,0,0,0,0
1,58,9,5,3,1,1,2,30, , , ,3.25,3.6666666666666665,4.5,3.1666666666666665,2.6666666666666665,277.032032,271.857832,1,1,1,1,0,32
2,58,9,5,1,1,1,2,12,1, , ,5,3,1.8333333333333333,1.6666666666666667,3.8333333333333335,230.34043899999998,202.50265499999998,1,1,1,1,0,8
1,58,9,5,2,1,1,1,35,1,2, ,1.5,5,2.6666666666666665,1.5,3.3333333333333335,224.03437399999999,183.89043900000004,1,1,1,1,0,8
1,58,9,5,3,1,1,1,30,2,1,4,2,3,3.5833333333333335,2.6666666666666665,3,241.43092599999994,234.48805900000002,1,1,1,1,0,160
2,58,9,5,1,1,1,1,43,1,2, ,3.5,2.3333333333333335,1,1,5,173.226559,164.818912,0,0,0,0,0,0
1,58,9,5,1,1,1,1,30,2,2, ,2.5,2.6666666666666665,1,1,3,272.983543,260.00378199999994,0,0,0,0,0,0
1,58,9,5,2,1,1,2,30,1, , ,1,3,3,3,1.8333333333333333,216.833459,199.68638900000002,0,0,0,0,0,0
1,58,9,5,2,1,1,1,36,1,2, ,1,1,2,1,3.1666666666666665,294.61261699999994,302.58412400000003,0,0,0,0,0,0
2,58,9,5,2,1,2,1,18,1,2, ,5,2,2.1666666666666665,2,2.1666666666666665,262.426051,244.742149,0,0,0,0,0,0
2,58,9,5,2,1,1,1,20,1,2, ,2.5,1,1.6666666666666667,1,2,260.868026,243.53707100000003,1,1,1,1,0,12
2,58,9,5,1,1,2,1,35,1,2, ,1,1,1,1,2,240.18609099999998,241.34478100000007,0,0,0,0,0,0
2,58,9,5,2,1,1,1,35,2,1,3,2.25,4,4.5,3.5,3.6666666666666665,264.794267,238.537216,1,1,1,1,0,40
2,58,9,5,1,1,1,1,9,1,2, ,5,1,1.75,2.3333333333333335,2.8333333333333335,255.57232199999999,230.73008800000002,1,1,1,1,0,24
1,58,9,5,1,1,2,1,25,1,2, ,2,4.333333333333333,2.8333333333333335,1,3.3333333333333335,271.318013,251.654979,0,0,0,0,0,0
2,58,9,5,3,1,1,1,38,2,1,4,2.5,4.666666666666667,4.833333333333333,4.166666666666667,4.5,246.35515,269.580265,1,1,1,1,0,160
1,58,9,5,3,1,1,2,25,1, , ,5,2.3333333333333335,4.416666666666667,2.1666666666666665,3,252.84427699999998,243.94143800000006,1,1,1,1,0,64
1,58,9,5,2,1,1,1,36,1,2, ,1.75,2.6666666666666665,2.75,3.1666666666666665,3.3333333333333335,276.452481,284.810709,1,1,1,1,0,160
2,58,9,5,3,1,1,2,35,1, , ,4.5,3.6666666666666665,1.6666666666666667,1.3333333333333333,2.8333333333333335,287.595485,287.21287299999995,1,1,0,0,1,80
1,58,9,5,3,1,2,2,33,1, , ,3.25,1.6666666666666667,2.0833333333333335,2.6666666666666665,1.3333333333333333,196.015515,204.92373000000003,1,1,1,1,0,16
2,58,9,5,1,1,1,1,15,1,2, ,3.25,3,1.9166666666666667,1,1.1666666666666667,249.98013299999997,257.892012,1,1,1,1,0,1
1,58,9,5,3,1,1,1,35,2,1,4,3,3.3333333333333335,4.083333333333333,2.6666666666666665,4.333333333333333,274.520797,309.013755,1,1,1,1,0,40
1,58,9,5,1,1,2,1,30,1,2, ,1.5,2.6666666666666665,1.6666666666666667,1,1,250.78445700000003,251.47292500000003,0,0,0,0,0,0
1,58,9,5,3,1,1,1,20,1,1,4,5,1.6666666666666667,3.8333333333333335,3.5,5,285.71559,294.701505,1,1,0,0,1,30
2,58,9,5,1,1,1,2,20,1, , ,3.25,3,1,1.5,1,199.09180699999996,184.45030400000002,0,0,0,0,0,0
2,58,9,5,2,1,1,1,20,1,2, ,1,2,1.8333333333333333,1,2.3333333333333335,281.349149,311.083954,0,0,0,0,0,0
1,58,9,5,1,1,1,1,33,1,2, ,1,4,2,1,4.166666666666667,265.99993400000005,266.090851,0,0,0,0,0,0
1,58,9,5,2,1,1,2,36,1, , ,3.25,3.6666666666666665,2.1666666666666665,2,3.3333333333333335,276.38794,263.84074899999996,0,0,0,0,0,0
2,58,9,5,1,1,1,1,3,1,2, ,2,2,1,1,2,207.083784,201.829711,1,1,1,1,0,8
2,58,9,5,1,1,1,1,2,1,2, ,3.25,2,1,1,2.3333333333333335,264.341544,275.042645,0,0,0,0,0,0
2,58,9,5,1,1,2,1,31,2,2, ,3.25,1.6666666666666667,2,1,1.1666666666666667,232.822278,221.91876799999994,1,1,1,1,0,2
1,58,9,5,3,1,1,1,32,1,1,1,2.5,3,3.5833333333333335,3.3333333333333335,3.6666666666666665,308.189855,332.45567100000005,1,1,1,1,0,50
1,58,9,5,1,1,1,2,4,1, , ,1,2,2,1.8333333333333333,2.5,233.177796,196.910696,0,0,0,0,0,0
1,58,9,5,2,1,1,2,31,1, , ,5,3,1.9166666666666667,2,1,275.56196,253.431608,1,1,1,1,0,40
1,58,9,5,2,1,1,1,30,1,2, ,2,2,2.9166666666666665,3,2.1666666666666665,267.285476,255.669917,0,0,0,0,0,0
1,58,9,5,2,1,1,2,31,1, , ,4.5,2.3333333333333335,3.75,4.333333333333333,4.333333333333333,267.692595,284.927903,0,0,0,0,0,0
2,58,9,5,1,1,1,2,13,1, , ,5,2,2.25,1.5,2.6666666666666665,199.35385300000002,172.94984300000002,0,0,0,0,0,0
1,58,9,5,1,1,1,2,30,1, , ,1,2.6666666666666665,1,2,3.8333333333333335,239.88896799999998,232.842284,1,1,1,1,0,8
1,58,9,5,2,1,1,1,29, ,2, ,3.25,4.333333333333333,3.8333333333333335,3,3.1666666666666665,321.329015,301.49226500000003,1,1,1,1,0,40
2,58,9,5,2,1,1,2,2,1, , ,4.75,3.3333333333333335,2.3333333333333335,2.3333333333333335,3,215.713001,210.95695099999998,0,0,0,0,0,0
1,59,9,5,1,1,2,1,40,1,2, ,2,2.3333333333333335,1,1,3.5,246.65463800000003,212.27487800000003,0,0,0,0,0,0
1,59,9,5,1,1,1,2,34,1, , ,4,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.3333333333333335,251.55696600000002,246.71675,1,1,1,1,0,4
2,59,9,5,2,1,1,1,20,1,2, ,2.5,5,1.6666666666666667,1,3.3333333333333335,212.051645,235.55578599999998,0,0,0,0,0,0
1,59,9,5,1,1,1,1,40,1,2, ,4,3.6666666666666665,2.1666666666666665,3,3.6666666666666665,271.607334,274.046574,1,1,1,1,0,6
1,59,9,5,3,1,1,2,11,1, , ,3,3,3.75,4,3.3333333333333335,268.323464,270.44467599999996,1,1,1,1,0,56
