GENDER_R,AGE_R,AGEG5LFS,AGEG10LFS,ED_Level,EMPloyed,Full_part,self_employed,Years_wk,pub_priv,Mgr,Mgr_c,work_flexM,work_lrnM,liter_use,num_use,act_lrn,pvlitM,pvnumM,NFE12,FNFAET12,FNFE12JR,FNFAET12JR,FNFAET12NJR,NFEHRS
2,51,8,4,3,1,1,1,9,1,2, ,1,1.3333333333333333,1,2,2.8333333333333335,235.37188700000002,227.11008,0,0,0,0,0,0
1,51,8,4,1,1,1,2,30,1, , ,4,3.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,263.468658,258.352759,0,0,0,0,0,0
2,51,8,4,2,1,2,1,10,1,2, ,2.25,1.6666666666666667,1.25,1.8333333333333333,2.1666666666666665,202.52316900000002,173.333679,1,1,1,1,0,24
1,51,8,4,4,1,1,1,26,1,1,2,4.75,1,3.6666666666666665,2.8333333333333335,3.3333333333333335,325.317903,318.70004600000004,1,1,1,1,0,80
1,51,8,4,1,1,1,1,38,1,2, ,2.5,1,2.0833333333333335,1,2.3333333333333335,281.717984,273.436791,1,1,1,1,0,10
1,51,8,4,1,1,1,1,25,1,1,2,3.25,1.3333333333333333,3.5833333333333335,1.8333333333333333,3.3333333333333335,251.65296399999997,247.38039799999996,0,0,0,0,0,0
1,51,8,4,2,1,1,2,25,1, , ,3,4,2.25,3,3,289.78917800000005,272.06774499999995,0,0,0,0,0,0
1,51,8,4,3,1,2,2,25,1, , ,4,4.333333333333333,2.5,2,4.666666666666667,250.09161700000004,257.336723,0,0,0,0,0,0
2,51,8,4,1,1,1,1,5,1,2, ,1,2.6666666666666665,1.5833333333333333,1,2,222.27384800000004,177.772841,0,0,0,0,0,0
1,51,8,4,2,1,1,2,30,1, , ,5,2.3333333333333335,4.333333333333333,5,4.166666666666667,215.404246,242.29666600000002,1,1,0,0,1,40
1,51,8,4,3,1,1,2,20,1, , ,4,3.3333333333333335,4.083333333333333,4.333333333333333,4.666666666666667,326.89352799999995,329.27826999999996,0,0,0,0,0,0
1,51,8,4,3,1,1,1,21,1,1,2,4,2,4.25,4.333333333333333,3.8333333333333335,239.079603,247.56125800000004,1,1,0,0,1,100
2,51,8,4,2,1,2,1,10,1,2, ,2.25,2,1.5,1,2.5,312.337142,278.71022400000004,0,0,0,0,0,0
1,51,8,4,3,1,1,1,37,2,2, ,2.5,3,3,2.3333333333333335,3.5,259.41554099999996,291.55792,1,1,0,0,1,352
1,51,8,4,1,1,1,1,30, ,1,1,3.75,2.3333333333333335,2.5833333333333335,2,3,272.52003099999996,265.79033100000004,0,0,0,0,0,0
1,51,8,4,2,1,1,2,30,1, , ,5,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.5,303.639021,325.13288,1,1,1,1,0,4
1,51,8,4,2,1,2,1,30,1,2, ,1,1,1,1,2.8333333333333335,224.13504500000005,205.977567,0,0,0,0,0,0
2,51,8,4,1,1,1,1,30,1,2, ,1,1,1.0833333333333333,1,1.6666666666666667,232.973,222.750234,0,0,0,0,0,0
2,51,8,4,2,1,1,1,22,1,1,5,5,4.333333333333333,3.4166666666666665,3.6666666666666665,5,255.28291200000004,238.03890100000004,1,1,0,0,1,800
2,51,8,4,2,1,1,1,18,1,2, ,3,2.3333333333333335,2.5833333333333335,1,1.8333333333333333,209.71921100000003,213.620606,0,0,0,0,0,0
1,51,8,4,2,1,1,2,13,1, , ,5,1,3,2.6666666666666665,2.1666666666666665,232.898943,220.460309,0,0,0,0,0,0
2,51,8,4,1,1,1,1,35, ,2, ,3.25,1,1,1,1.1666666666666667,217.71874399999996,211.20974900000002,0,0,0,0,0,0
1,51,8,4,2,1,1,2,30,1, , ,5,2,2.5833333333333335,2.3333333333333335,3.3333333333333335,228.63685200000003,218.34322200000003,1,1,1,1,0,6
1,51,8,4,1,1,1,2,36,1, , ,5,3,1.75,2,4,228.670508,217.921958,0,0,0,0,0,0
2,51,8,4,1,1,1,1,25,1,2, ,1,2,1.25,1.3333333333333333,2.3333333333333335,252.069993,262.875209,0,0,0,0,0,0
2,51,8,4,1,1,1,2,40,1, , ,4,4,1.5,2.5,2.1666666666666665,235.50758700000006,227.93881699999997,0,0,0,0,0,0
2,51,8,4,3,1,1,1,26,2,2, ,3.75,2.6666666666666665,3.4166666666666665,2.1666666666666665,2.6666666666666665,307.34573600000004,305.645175,1,1,1,1,0,118
1,51,8,4,1,1,1,1,10,1,2, ,1,2.3333333333333335,2.5,1.3333333333333333,1.3333333333333333,208.281385,182.56901399999998,0,0,0,0,0,0
2,51,8,4,1,1,1,2,18,1, , ,4,1,1.6666666666666667,1,2.6666666666666665,175.288244,167.928633,0,0,0,0,0,0
2,51,8,4,2,1,1,2,30,1, , ,5,2.6666666666666665,1.75,2,3.5,296.85873200000003,262.760373,0,0,0,0,0,0
1,51,8,4,3,1,1,1,25,1,1,5,4.75,3,3.8333333333333335,3.5,3.6666666666666665,328.018352,328.07024199999995,1,1,1,1,0,64
1,51,8,4,2,1,1,1,20,1,1,1,3.25,1.6666666666666667,3,2.3333333333333335,3,239.282201,236.35182799999998,1,1,1,1,0,24
2,51,8,4,2,1,2,1,15,1,2, ,1,1,1.25,1,4.833333333333333,261.63989000000004,242.93983599999996,1,1,0,0,1,24
1,51,8,4,1,1,1,1,32,1,2, ,2.5,1.3333333333333333,2.5,1.5,3.3333333333333335,300.298821,283.976887,0,0,0,0,0,0
1,51,8,4,2,1,1,1,20,1,1,1,4,2.6666666666666665,3.1666666666666665,2.8333333333333335,2.8333333333333335,270.93764400000003,272.896453,0,0,0,0,0,0
1,51,8,4,2,1,2,1,25,1,2, ,2,2,1.0833333333333333,1.1666666666666667,2.3333333333333335,289.56252000000006,314.386784,0,0,0,0,0,0
1,51,8,4,3,1,1,2,27,1, , ,3,2.3333333333333335,4.083333333333333,3.5,2.6666666666666665,275.80199700000003,303.14047899999997,1,1,1,1,0,16
1,51,8,4,3,1,1,2,32,1, , ,4,3.6666666666666665,3.25,4.333333333333333,3.5,258.926926,227.92856500000002,1,1,1,1,0,12
1,51,8,4,2,1,2,1,25,1,2, ,1,2,3.8333333333333335,4.333333333333333,2.8333333333333335,297.273378,283.179917,0,0,0,0,0,0
1,51,8,4,3,1,1,2,20,1, , ,4,4.333333333333333,2.4166666666666665,2,3,242.16560800000002,253.36709600000003,0,0,0,0,0,0
1,51,8,4,2,1,1,1,25,1,2, ,1,1,1,1,2.5,226.49926900000006,217.34731299999999,0,0,0,0,0,0
1,51,8,4,1,1,1,2,35,1, , ,3.75,3.3333333333333335,1.8333333333333333,1.3333333333333333,2.6666666666666665,229.889545,212.340576,0,0,0,0,0,0
1,51,8,4,2,1,1,1,20,1,2, ,1,1,3.1666666666666665,1.8333333333333333,1.8333333333333333,202.964162,212.172406,0,0,0,0,0,0
1,51,8,4,2,1,1,1,28,1,2, ,2.5,1,1.25,1,3.6666666666666665,253.92160200000004,221.369071,1,1,1,1,0,1
2,51,8,4,2,1,1,1,30,1,1,2,5,3,3.6666666666666665,2,1.5,250.008059,246.487015,1,1,1,1,0,24
1,51,8,4,3,1,1,1,31,2,1,5,4,3,3.9166666666666665,2.1666666666666665,3.5,291.859445,282.003783,1,1,1,1,0,240
2,51,8,4,1,1,1,2,20,1, , ,4.5,2.6666666666666665,1.5,1.3333333333333333,1,235.23148099999997,197.98530399999999,0,0,0,0,0,0
2,51,8,4,2,1,1,1,2,1,2, ,2.25,4,2.5,3.6666666666666665,3.5,273.940895,250.37734700000001,1,1,0,0,1,48
2,51,8,4,2,1,2,1,20,1,2, ,1,3,1.3333333333333333,1,2,213.868896,197.62496,0,0,0,0,0,0
1,51,8,4,2,1,1,1,11,1,2, ,2.5,3.6666666666666665,2.1666666666666665,1.3333333333333333,3.6666666666666665,311.999776,312.55460800000003,0,0,0,0,0,0
1,51,8,4,2,1,1,1,30,1,2, ,2.25,3.6666666666666665,3,3.1666666666666665,3,170.851955,178.642407,0,0,0,0,0,0
1,51,8,4,2,1,1,2,30,1, , ,5,1.6666666666666667,3.0833333333333335,2.3333333333333335,3,253.61557299999996,209.154894,0,0,0,0,0,0
1,51,8,4,2,1,1,1,25,1,1,4,2,2,2.1666666666666665,1,2.5,247.770138,240.076486,1,1,1,1,0,24
2,51,8,4,2,1,2,1,10,1,2, ,1,1.3333333333333333,1,1,1.1666666666666667,269.16937500000006,247.566406,0,0,0,0,0,0
1,51,8,4,1,1,2,1,32,1,2, ,1,1.6666666666666667,1.0833333333333333,1,1,203.068821,216.65802300000001,0,0,0,0,0,0
2,51,8,4,1,1,1,1,1,1,2, ,3,1,1,1,1.6666666666666667,234.41675199999995,230.17038499999998,0,0,0,0,0,0
2,51,8,4,2,1,1,1,2,1,2, ,1,1,1,1,2,226.06278700000001,245.95329899999996,0,0,0,0,0,0
1,51,8,4,2,1,1,6,27,1,2, ,4,4,2.3333333333333335,1,2.6666666666666665,256.65807399999994,283.297813,0,0,0,0,0,0
2,51,8,4,2,1,1,2,15,1, , ,5,1,2.0833333333333335,2.3333333333333335,1.8333333333333333,245.186411,235.998639,1,1,1,1,0,6
2,51,8,4,2,1,1,2,11,1, , ,4.5,1.6666666666666667,3.4166666666666665,2.6666666666666665,2.3333333333333335,225.157589,240.109206,1,1,1,1,0,15
1,51,8,4,2,1,1,1,20,1,1,1,3.75,1,2.5,1,2.3333333333333335,272.97878699999995,264.639633,0,0,0,0,0,0
1,51,8,4,1,1,1,2,39,1, , ,4,4.333333333333333,1.5,1.3333333333333333,1.5,218.110073,210.285643,1,1,1,1,0,16
2,52,8,4,3,1,1,1,5,1,1,2,3,4.333333333333333,3.8333333333333335,2,2.1666666666666665,207.041516,206.785964,1,1,0,0,1,1600
1,52,8,4,2,1,1,2,30,1, , ,2.75,1.6666666666666667,2.5,2,3.5,264.53107200000005,280.48640600000004,0,0,0,0,0,0
1,52,8,4,2,1,1,2,30,1, , ,4.25,1.3333333333333333,2.5833333333333335,1,2.8333333333333335,211.899249,181.741032,0,0,0,0,0,0
2,52,8,4,1,1,1,1,20,1,2, ,1.75,2,1.1666666666666667,1,1.5,241.740517,229.898797,0,0,0,0,0,0
1,52,8,4,2,1,1,1,28,1,1,4,2.75,1,1.6666666666666667,2,2.3333333333333335,276.349102,264.007636,0,0,0,0,0,0
1,52,8,4,2,1,1,2,30,1, , ,3,3.6666666666666665,1.75,2.3333333333333335,2.1666666666666665,259.29216899999994,260.357255,0,0,0,0,0,0
2,52,8,4,3,1,1,1,6,2,2, ,1.5,2.3333333333333335,3.1666666666666665,1.6666666666666667,2.3333333333333335,259.469146,277.58098400000006,1,1,1,1,0,12
1,52,8,4,1,1,1,1,34,1,2, ,2,3,1.1666666666666667,1,2.5,191.001804,182.061738,0,0,0,0,0,0
2,52,8,4,2,1,1,1,15,1,2, ,1,2.6666666666666665,2.25,1,1.6666666666666667,261.978832,240.03098400000005,0,0,0,0,0,0
1,52,8,4,3,1,1,1,25,2,1,2,3.5,2.6666666666666665,3.5,3.3333333333333335,2.3333333333333335,265.71368399999994,279.822235,1,1,1,1,0,120
1,52,8,4,2,1,1,1,3,1,1,1,2,1,1.3333333333333333,1,2.3333333333333335,220.530915,214.920109,0,0,0,0,0,0
1,52,8,4,3,1,1,2,25,1, , ,5,3,3.5833333333333335,3,3.6666666666666665,333.171352,337.414462,1,1,0,0,1,80
2,52,8,4,2,1,2,1,10,1,2, ,2.5,1,1.75,1.3333333333333333,1.6666666666666667,240.446758,217.65165000000002,0,0,0,0,0,0
1,52,8,4,3,1,1,1,26,1,1,4,3,3.6666666666666665,3.6666666666666665,3.5,2.6666666666666665,330.90776400000004,339.900661,1,1,1,1,0,176
2,52,8,4,2,1,1,2,20,1, , ,3,1,1,1,1.1666666666666667,233.461118,228.11589900000004,0,0,0,0,0,0
2,52,8,4,2,1,2,2,7,1, , ,5,3.3333333333333335,4.083333333333333,3.6666666666666665,5,297.702294,325.985017,1,1,1,1,0,4
2,52,8,4,1,1,1,1,30,1,2, ,2.25,2.6666666666666665,1,1,2.3333333333333335,257.927974,247.48931499999998,1,1,0,0,1,8
2,52,8,4,1,1,1,2,10,1, , ,4.25,4.333333333333333,2.25,2,3.6666666666666665,279.99852500000003,258.096901,0,0,0,0,0,0
2,52,8,4,1,1,1,2,10,1, , ,4,1.3333333333333333,1,1,2.1666666666666665,182.71726800000002,161.06551199999998,0,0,0,0,0,0
2,52,8,4,2,1,2,2,5,1, , ,4,3.3333333333333335,1.1666666666666667,1.5,3.3333333333333335,256.524419,268.53200200000003,0,0,0,0,0,0
2,52,8,4,2,1,2,1,5,1,2, ,3,2.6666666666666665,2.4166666666666665,1.3333333333333333,2.8333333333333335,304.7103450000001,306.77149399999996,0,0,0,0,0,0
2,52,8,4,1,1,1,1,15,1,2, ,2.25,1,3.25,2.3333333333333335,3.5,245.388983,247.46598099999997,0,0,0,0,0,0
2,52,8,4,1,1,1,2,28,1, , ,3.5,3.3333333333333335,3.6666666666666665,2.8333333333333335,3.6666666666666665,277.394608,280.195701,1,1,1,1,0,16
1,52,8,4,1,1,1,2,35,1, , ,5,2,2.75,3.8333333333333335,4.166666666666667,296.226718,283.294868,0,0,0,0,0,0
2,52,8,4,1,1,2,1,2, ,2, ,4.25,1,1,1,1.8333333333333333,218.355021,203.425634,0,0,0,0,0,0
2,52,8,4,1,1,1,1,20,1,2, ,3.5,1.3333333333333333,1,1,1,159.765987,149.42658,0,0,0,0,0,0
2,52,8,4,2,1,1,2,15,1, , ,5,2.6666666666666665,1.25,1.6666666666666667,3,260.031114,243.84366100000003,0,0,0,0,0,0
2,52,8,4,1,1,1,1,14,1,2, ,4,1.6666666666666667,1.5833333333333333,1,2,278.008547,246.92548000000002,0,0,0,0,0,0
1,52,8,4,1,1,1,1,28,1,1,1,2,2.3333333333333335,2.8333333333333335,2.1666666666666665,2,242.423926,239.719007,0,0,0,0,0,0
1,52,8,4,2,1,1,2,30,1, , ,2,1.3333333333333333,2.25,2.6666666666666665,2.5,233.81356600000004,202.00102299999998,0,0,0,0,0,0
1,52,8,4,1,1,1,1,20,1,2, ,2,1.6666666666666667,1.5833333333333333,1.1666666666666667,2.3333333333333335,225.677367,215.235575,0,0,0,0,0,0
1,52,8,4,2,1,1,1,30,1,1,2,1,1.6666666666666667,2.3333333333333335,1,2.1666666666666665,226.8421,236.593311,1,1,0,0,1,24
2,52,8,4,2,1,2,1,25,1,2, ,3.5,3,1.9166666666666667,2.1666666666666665,1.5,197.084263,182.61491700000005,1,1,0,0,1,64
1,52,8,4,1,1,1,2,1,1, , ,2.5,3.3333333333333335,2.5833333333333335,2.3333333333333335,2.5,236.78305500000002,219.874224,0,0,0,0,0,0
1,52,8,4,2,1,1,1,33,2,1,4,2.5,2.6666666666666665,3.9166666666666665,2.5,2.5,234.847736,249.85269000000002,1,1,1,1,0,40
1,52,8,4,1,1,1,2,38,1, , ,4,1.3333333333333333,1.5,2,2.5,285.030119,270.672296,0,0,0,0,0,0
2,52,8,4,1,1,1,6,96,1,2, ,2.25,2,1.5,2.3333333333333335,3,287.924604,266.16195000000005,1,1,1,1,0,24
1,52,8,4,2,1,1,1,31,1,2, ,1.25,4,4,1.6666666666666667,3,278.26074600000004,273.907348,1,1,1,1,0,24
2,52,8,4,2,1,1,1,10,1,2, ,5,4,3.0833333333333335,2.5,1.8333333333333333,227.24873199999996,205.861158,1,1,0,0,1,760
2,52,8,4,2,1,1,1,28,1,1,3,3,3,2.25,3.3333333333333335,1.3333333333333333,220.60051000000004,209.520057,1,1,1,1,0,80
1,52,8,4,3,1,1,1,37,2,1,3,4.5,2.3333333333333335,3.9166666666666665,3.5,3.5,354.70353900000003,354.36658600000004,1,1,1,1,0,480
2,52,8,4,2,1,2,1,20,2,2, ,3.75,4,1.3333333333333333,1,2.3333333333333335,264.65541799999994,284.610396,1,1,1,1,0,10
1,52,8,4,2,1,1,1,27,1,2, ,4.75,1.3333333333333333,2.75,3.3333333333333335,2.6666666666666665,249.479211,245.803183,1,1,1,1,0,30
1,52,8,4,1,1,2,1,35,1,2, ,3,4.333333333333333,4,1.5,3.6666666666666665,210.677495,229.35795,1,1,1,1,0,16
1,52,8,4,2,1,1,2,30,1, , ,3.5,4.333333333333333,2.75,2.8333333333333335,4.166666666666667,261.663961,243.723713,0,0,0,0,0,0
1,52,8,4,1,1,1,1,20,1,2, ,1.25,4,1,1,1.6666666666666667,177.084619,177.816177,1,1,1,1,0,192
1,52,8,4,2,1,1,2,33,1, , ,3.25,2.6666666666666665,3.25,2.5,2.5,221.59895999999998,214.34498799999997,0,0,0,0,0,0
1,52,8,4,3,1,1,1,17,1,1,1,4.75,1.6666666666666667,2.0833333333333335,2.1666666666666665,3.1666666666666665,317.123139,320.108235,0,0,0,0,0,0
1,52,8,4,2,1,1,1,30,1,2, ,1,1.6666666666666667,1.25,1,1.8333333333333333,227.35563499999998,228.052941,0,0,0,0,0,0
2,52,8,4,2,1,1,1,4,1,2, ,4.5,1.6666666666666667,1,2.3333333333333335,1.3333333333333333,240.25725000000003,258.564258,0,0,0,0,0,0
1,52,8,4,3,1,1,1,27,2,1,3,3.5,2,3.4166666666666665,1,3.5,255.91289700000002,268.82448899999997,1,1,1,1,0,93
2,52,8,4,2,1,1,1,10,1,2, ,2.75,4.666666666666667,4,3.6666666666666665,3,223.073552,206.239222,1,1,1,1,0,128
2,52,8,4,1,1,2,1,2,1,2, ,1,1,1,1,2,211.734037,204.772586,0,0,0,0,0,0
1,52,8,4,2,1,2,2,10,1, , ,4,3.3333333333333335,3.1666666666666665,2.8333333333333335,3.3333333333333335,197.26980299999997,183.762766,0,0,0,0,0,0
2,52,8,4,1,1,2,1,15,1,2, ,3,2.3333333333333335,2,2.3333333333333335,3,198.340664,180.978809,0,0,0,0,0,0
2,52,8,4,1,1,2,1,20,1,2, ,3,2,1.1666666666666667,1,1.1666666666666667,233.24674600000003,222.69474,0,0,0,0,0,0
2,52,8,4,1,1,1,1,30,1,1,3,5,1,2.1666666666666665,2.8333333333333335,3,286.68337499999996,258.784002,0,0,0,0,0,0
2,52,8,4,1,1,1,1,17,1,1,3,5,1,2.1666666666666665,2.6666666666666665,2.3333333333333335,267.252191,251.11212699999996,0,0,0,0,0,0
2,52,8,4,1,1,1,1,22,1,1,2,2.25,2,2.0833333333333335,3,2.6666666666666665,253.711837,253.686218,0,0,0,0,0,0
1,52,8,4,2,1,1,1,12,1,1,1,2,2.3333333333333335,3.5,3,2.3333333333333335,265.117567,246.728584,0,0,0,0,0,0
1,52,8,4,2,1,1,1,20,1,2, ,1,2,1.3333333333333333,2.3333333333333335,1.6666666666666667,218.95015400000003,229.492672,1,1,0,0,1,192
1,52,8,4,3,1,1,1,20,1,2, ,2.5,2.6666666666666665,2.6666666666666665,1.3333333333333333,3.3333333333333335,220.04746499999996,241.08686500000005,1,1,0,0,1,1120
1,52,8,4,2,1,1,1,30,1,2, ,1.5,4,2,3.1666666666666665,2.3333333333333335,273.541246,250.181492,0,0,0,0,0,0
2,52,8,4,1,1,1,1,14,1,2, ,2,1.6666666666666667,3.5,3.6666666666666665,3.6666666666666665,274.203379,282.70282499999996,1,1,1,1,0,8
2,52,8,4,2,1,1,1,18,1,2, ,2.75,1.6666666666666667,1.0833333333333333,1,2.5,265.16448199999996,262.344835,1,1,1,1,0,1
2,52,8,4,1,1,1,2,30,1, , ,5,3,1.6666666666666667,2.1666666666666665,3,259.62097,253.364698,0,0,0,0,0,0
1,52,8,4,1,1,2,1,30,1,2, ,1,1.3333333333333333,1.1666666666666667,1,2,232.18051099999997,217.63316400000002,0,0,0,0,0,0
2,52,8,4,2,1,1,2,26,1, , ,5,4,2.6666666666666665,2.6666666666666665,3.6666666666666665,278.6544,285.8178960000001,1,1,0,0,1,2
2,52,8,4,2,1,1,2,15,1, , ,4,1.3333333333333333,1.6666666666666667,3,1.8333333333333333,190.14860800000002,204.16903699999997,1,1,1,1,0,7
1,52,8,4,1,1,1,2,36,1, , ,3.75,3.3333333333333335,2,2.3333333333333335,1.1666666666666667,261.88857700000005,264.939157,0,0,0,0,0,0
1,52,8,4,2,1,1,1,29,1,1,2,1,1.6666666666666667,3.5,2.3333333333333335,3.6666666666666665,283.553581,278.91654099999994,1,1,0,0,1,8
1,52,8,4,3,1,1,1,30,2,1,3,1,3,4.333333333333333,3.3333333333333335,3.6666666666666665,301.85390700000005,264.66746299999994,1,1,1,1,0,32
1,52,8,4,2,1,1,2,31,1, , ,5,5,3.3333333333333335,3,2.5,243.06053400000002,228.84175399999998,1,1,1,1,0,8
2,52,8,4,2,1,2,1,10,1,2, ,3.25,1,1.3333333333333333,1,2.1666666666666665,288.559087,299.720476,1,1,1,1,0,12
2,52,8,4,2,1,1,1,32,2,2, ,3.75,2,1.1666666666666667,2.3333333333333335,2.3333333333333335,284.09260099999995,270.04576299999997,0,0,0,0,0,0
1,52,8,4,3,1,1,1,25,2,1,1,4,3,3.5,1.6666666666666667,3.3333333333333335,299.81400700000006,317.53125,1,1,0,0,1,1440
1,52,8,4,1,1,1,2,8,1, , ,5,3,1.5833333333333333,1.3333333333333333,3.5,230.01387699999995,221.109575,1,1,1,1,0,12
1,52,8,4,3,1,1,1,25,2,1,4,4.25,3,4,2.6666666666666665,2.8333333333333335,300.51730200000003,321.967025,1,1,1,1,0,200
1,52,8,4,3,1,1,2,17,1, , ,5,4,1.4166666666666667,1.1666666666666667,2.3333333333333335,244.01980399999997,210.94259200000002,1,1,1,1,0,80
2,52,8,4,1,1,2,1,2,1,2, ,2.5,2.6666666666666665,1.8333333333333333,1,2.5,232.82123699999997,234.38093000000003,0,0,0,0,0,0
1,52,8,4,1,1,2,1,30,1,2, ,1.5,1.3333333333333333,1.5,1,2.3333333333333335,228.791505,220.238208,0,0,0,0,0,0
1,52,8,4,2,1,1,1,30,1,2, ,2.5,3,1.5,1,5,293.93488799999994,292.081109,1,1,0,0,1,10
1,52,8,4,2,1,1,1,20,1,1,2,2,1,2.0833333333333335,1,1.8333333333333333,235.17071500000003,211.20209799999998,0,0,0,0,0,0
2,52,8,4,3,1,1,1,15,1,1,1,2.25,3,3.0833333333333335,2.6666666666666665,3,269.705245,259.71768000000003,1,1,1,1,0,16
1,52,8,4,2,1,1,1,26,1,2, ,2.25,3.3333333333333335,2.75,1.5,3.1666666666666665,212.29781500000004,229.964115,1,1,1,1,0,20
2,52,8,4,3,1,1,2,24,1, , ,5,5.333333333333333,5,3.6666666666666665,4.833333333333333,284.76353199999994,272.593198,1,1,1,1,0,357
1,52,8,4,3,1,1,1,33,2,1,5,5,2.3333333333333335,3.5,2.5,3.3333333333333335,231.70257900000001,243.66086,1,1,1,1,0,22
1,52,8,4,3,1,1,2,20,1, , ,3,4,3.1666666666666665,2.3333333333333335,2.6666666666666665,287.47727199999997,295.68129899999997,0,0,0,0,0,0
1,52,8,4,2,1,1,1,30,1,2, ,5,2.3333333333333335,1.5,1,2.5,280.15768,264.01051700000005,1,1,1,1,0,5
1,52,8,4,1,1,1,2,15,1, , ,3.25,4,1.6666666666666667,1.6666666666666667,2.1666666666666665,238.742908,244.10339600000003,0,0,0,0,0,0
2,52,8,4,1,1,1,2,15,1, , ,3.75,4.666666666666667,3.25,3.5,3.3333333333333335,211.534231,227.729421,1,1,1,1,0,32
2,52,8,4,2,1,1,2,10,1, , ,3.25,1.6666666666666667,2.5833333333333335,1.8333333333333333,3.1666666666666665,270.740222,234.05543900000004,1,1,1,1,0,120
2,52,8,4,2,1,1,1,22,1,2, ,4,4,3.1666666666666665,2.6666666666666665,2,278.45428200000003,305.58332699999994,1,1,1,1,0,240
1,52,8,4,3,1,1,1,27,1,1,3,2,2.3333333333333335,3.1666666666666665,2.6666666666666665,2.1666666666666665,287.74341799999996,291.756408,1,1,1,1,0,56
1,52,8,4,2,1,1,1,10,1,2, ,1,1,1.4166666666666667,1,2.1666666666666665,267.458693,268.45733400000006,1,1,1,1,0,3
2,52,8,4,2,1,2,1,22,1,1,2,2,3,3.9166666666666665,3.1666666666666665,2.6666666666666665,244.903766,239.124321,0,0,0,0,0,0
1,52,8,4,1,1,1,2,30,1, , ,1,3.3333333333333335,1.0833333333333333,1,2.1666666666666665,242.18853099999995,236.52733800000001,0,0,0,0,0,0
1,52,8,4,3,1,1,1,29,1,1,4,2.5,2,3.25,2,3.1666666666666665,293.474622,269.14080099999995,1,1,1,1,0,24
1,53,8,4,2,1,1,1,20,1,1,4,3.25,2.3333333333333335,2.5833333333333335,1,3.8333333333333335,216.43982999999997,211.15785799999998,1,1,1,1,0,8
1,53,8,4,2,1,1,1,33,1,1,4,5,2,3.0833333333333335,3.5,3.6666666666666665,270.023333,273.955397,1,1,1,1,0,48
2,53,8,4,1,1,1,1,10,1,2, ,3,3,2.1666666666666665,1,2.8333333333333335,200.544591,188.269699,1,1,1,1,0,5
1,53,8,4,1,1,1,1,35,1,2, ,4.25,3.3333333333333335,1.9166666666666667,1,2.1666666666666665,229.84227099999998,214.46701199999998,0,0,0,0,0,0
2,53,8,4,2,1,1,2,22,1, , ,3,4,2.3333333333333335,2.1666666666666665,3.8333333333333335,301.23367599999995,311.943817,0,0,0,0,0,0
1,53,8,4,2,1,1,1,30,1,2, ,2.5,1,1.5,1.6666666666666667,3.3333333333333335,299.667077,291.868357,0,0,0,0,0,0
1,53,8,4,2,1,1,1,30,1,1,1,4,3.3333333333333335,2.5,2.3333333333333335,3,233.438479,243.75076500000006,1,1,1,1,0,24
2,53,8,4,2,1,1,1,20, ,2, ,3,1.3333333333333333,2.75,1.3333333333333333,2.6666666666666665,254.656016,275.01931,1,1,1,1,0,20
2,53,8,4,3,1,1,2,10,1, , ,5,5,1,2,3,250.10599599999995,254.88017799999997,0,0,0,0,0,0
1,53,8,4,3,1,1,2,25,1, , ,5,1.3333333333333333,2.25,3,2.6666666666666665,273.64249600000005,274.093786,0,0,0,0,0,0
2,53,8,4,2,1,2,1,9,1,2, ,2.25,3,1,2.3333333333333335,2.5,254.57172899999995,239.18701500000003,0,0,0,0,0,0
1,53,8,4,2,1,1,1,30,1,1,1,2.75,2.3333333333333335,1.75,2,3.5,235.22373699999997,221.674494,1,1,0,0,1,2
2,53,8,4,1,1,2,1,4,1,2, ,2,1,1.3333333333333333,1,3,240.52797,237.152588,0,0,0,0,0,0
1,53,8,4,1,1,2,1,35,1,2, ,1.25,1.3333333333333333,1.0833333333333333,1,1.3333333333333333,220.92046399999998,225.014772,0,0,0,0,0,0
1,53,8,4,2,1,1,2,30,1, , ,3.75,3,2.3333333333333335,3.5,2.6666666666666665,243.51113400000003,246.046704,0,0,0,0,0,0
2,53,8,4,3,1,1,1,31,2,1,1,1.75,2,3.75,1.3333333333333333,2.8333333333333335,302.497151,345.33178399999997,1,1,1,1,0,138
1,53,8,4,3,1,1,1,38,1,2, ,5,2,2.5833333333333335,3,4.333333333333333,324.82414099999994,338.48888900000003,1,1,0,0,1,4
1,53,8,4,3,1,1,2,29,1, , ,3.25,3.6666666666666665,2.9166666666666665,2.3333333333333335,3.6666666666666665,290.187683,288.882815,1,1,0,0,1,80
2,53,8,4,2,1,2,1,5,2,1,3,2.25,2,2.1666666666666665,2,1.5,222.49923400000003,218.30146599999998,1,1,1,1,0,2
1,53,8,4,2,1,1,2,30,1, , ,2.75,2.3333333333333335,1.4166666666666667,1.1666666666666667,2.1666666666666665,287.70001799999994,279.04770700000006,0,0,0,0,0,0
1,53,8,4,3,1,1,2,35,1, , ,5,4,1.8333333333333333,2,3.8333333333333335,280.26801199999994,277.43187500000005,0,0,0,0,0,0
1,53,8,4,3,1,1,1,26,2,1,2,4,2.6666666666666665,3.25,1.8333333333333333,4,289.10806999999994,292.355037,1,1,1,1,0,10
1,53,8,4,3,1,1,1,30,1,1,2,5,2,4.333333333333333,3,4,310.52652000000006,309.960265,0,0,0,0,0,0
